family,binomial,common_name,diet_study_yn,diet_study,cleaner_score,nocturnal_score,habitat_score,water column_position score,body_length_score,ratio_score,cum_vulnerab_score
Epinephelidae,Mycteroperca cidi,Venezuelan Grouper,no,0,1,0,1,1,0,1,4
Epinephelidae,Mycteroperca interstitialis,Yellowmouth Grouper,no,0,1,0,1,1,0,1,4
Epinephelidae,Mycteroperca microlepis,Gag Grouper,no,0,1,0,1,1,0,1,4
Epinephelidae,Mycteroperca phenax,Scamp,no,0,1,0,1,1,0,1,4
Epinephelidae,Mycteroperca tigris,Tiger Grouper,no,0,1,0,1,1,0,1,4
Epinephelidae,Mycteroperca venenosa,Yellowfin Grouper,yes,1,1,0,1,1,0,1,4
Ophichthidae,Myrichthys breviceps,Sharptail Eel,no,0,1,0,1,0,0,1,3
Ophichthidae,Myrichthys ocellatus,Goldspotted Eel,no,0,1,1,1,0,0,1,4
Holocentridae,Myripristis jacobus,Blackbar Soldierfish,yes,1,1,1,1,1,0,1,5
Ophichthidae,Myrophis anterodorsalis,Longfin Worm Eel,no,0,1,0,0,0,0,1,2
Ophichthidae,Myrophis platyrhynchus,Broadnose Worm Eel,no,0,1,0,0,0,0,1,2
Ophichthidae,Myrophis plumbeus,Leaden Worm Eel,no,0,1,0,0,0,0,1,2
Ophichthidae,Myrophis punctatus,Speckled Worm Eel,no,0,1,0,0,0,0,1,2
Myxinidae,Myxine glutinosa,Atlantic Hagfish,no,0,1,1,0,0,0,1,3
Dactyloscopidae,Myxodagnus belone,Dartfish,no,0,1,0,0,1,1,1,4
Sciaenidae,Nebris microps,Small-eye Croaker,no,0,1,0,0,1,0,1,3
Labrisomidae,Nemaclinus atelestos,Threadfin Blenny,no,0,1,0,1,1,1,1,5
Ophidiidae,Neobythites gilli,Twospot Brotula,no,0,1,0,0,1,1,1,4
Ophidiidae,Neobythites marginatus,Stripefin Brotula,no,0,1,0,0,1,0,1,3
Ophidiidae,Neobythites monocellatus,,no,0,1,0,0,1,0,1,3
Ophidiidae,Neobythites multiocellatus,Ocellated Brotula,no,0,1,0,0,1,1,1,4
Ophidiidae,Neobythites unicolor,,no,0,1,0,0,1,1,1,4
Moringuidae,Neoconger mucronatus,Ridged Eel,no,0,1,0,0,0,0,1,2
Gempylidae,Neoepinnula americana,American Sackfish,no,0,1,0,0,1,0,1,3
Scorpaenidae,Neomerinthe beanorum,Spotwing Scorpionfish,no,0,1,0,1,1,0,1,4
Scorpaenidae,Neomerinthe hemingwayi,Spinycheek Scorpionfish,no,0,1,0,1,1,0,1,4
Holocentridae,Neoniphon marianus,Longjaw Squirrelfish,yes,1,1,1,1,1,0,1,5
Pristigasteridae,Neoopisthopterus cubanus,Cuban Longfin Herring,no,0,1,0,0,1,1,1,4
Gobiidae,Nes longus,Orange-spotted Goby,no,0,1,0,1,1,1,1,5
Gempylidae,Nesiarchus nasutus,Black Gemfish,no,0,1,0,1,1,0,1,4
Nettastomatidae,Nettastoma melanurum,Blackfin Sorcerer Eel,no,0,1,1,0,1,0,1,4
Nettastomatidae,Nettastoma syntresis,,no,0,1,0,0,1,0,1,3
Nettastomatidae,Nettenchelys pygmaea,Pygmy Pikeconger Eel,no,0,1,0,0,1,0,1,3
Labridae,Nicholsina usta,Emerald Parrotfish,yes,1,1,0,1,1,0,1,4
Ariidae,Notarius grandicassis,Thomas Sea Catfish,no,0,1,0,0,1,0,1,3
Ariidae,Notarius neogranatensis,Caribbean Sculptured Sea Catfish,no,0,1,0,0,1,0,1,3
Lutjanidae,Ocyurus chrysurus,Yellowtail Snapper,yes,1,1,0,1,1,0,1,4
Pristigasteridae,Odontognathus compressus,Caribbean Longfin herring,no,0,1,0,0,1,1,1,4
Pristigasteridae,Odontognathus mucronatus,Guiana Longfin Herring,no,0,1,0,0,1,0,1,3
Sciaenidae,Odontoscion dentex,Reef Croaker,no,0,1,1,1,1,0,1,5
Ogcocephalidae,Ogcocephalus corniger,Longnose Batfish,no,0,1,0,1,1,0,0,3
Ogcocephalidae,Ogcocephalus cubifrons,Polkadot Batfish,no,0,1,0,1,1,0,0,3
Ogcocephalidae,Ogcocephalus declivirostris,Slantbrow Batfish,no,0,1,0,0,1,0,0,2
Ogcocephalidae,Ogcocephalus nasutus,Shortnose Batfish,no,0,1,0,1,1,0,0,3
Ogcocephalidae,Ogcocephalus notatus,"Oval Batfish, Marked Batfish",no,0,1,0,0,1,1,0,3
Ogcocephalidae,Ogcocephalus pantostictus,Spotted Batfish,no,0,1,0,1,1,0,0,3
Ogcocephalidae,Ogcocephalus parvus,Roughback Batfish,no,0,1,0,1,1,1,0,4
Ogcocephalidae,Ogcocephalus pumilus,Dwarf Batfish,no,0,1,0,0,1,1,0,3
Ogcocephalidae,Ogcocephalus rostellum,Palefin Batfish,no,0,1,0,0,1,0,0,2
Dinematichthyidae,Ogilbia boehlkei,Boehlke's Brotula,no,0,1,0,1,1,1,1,5
Dinematichthyidae,Ogilbia cayorum,Key Brotula,no,0,1,0,0,1,1,1,4
Dinematichthyidae,Ogilbia jeffwilliamsi,Williams' Brotula,no,0,1,0,1,1,1,1,5
Dinematichthyidae,Ogilbia mccoskeri,McCosker's Brotula,no,0,1,0,1,1,1,1,5
Dinematichthyidae,Ogilbia sabaji,Sabaj's Brotula,no,0,1,0,1,1,1,1,5
Dinematichthyidae,Ogilbia suarezae,Suarez's Brotula,no,0,1,0,1,1,1,1,5
Dinematichthyidae,Ogilbia tyleri,Tyler's Brotula,no,0,1,0,1,1,1,1,5
Dinematichthyidae,Ogilbichthys ferocis,Fearsome Brotula,no,0,1,1,1,1,1,1,6
Dinematichthyidae,Ogilbichthys haitiensis,Haitian Brotula,no,0,1,1,1,1,1,1,6
Dinematichthyidae,Ogilbichthys kakuki,Kakuki's Brotula,no,0,1,1,1,1,1,1,6
Dinematichthyidae,Ogilbichthys longimanus,Longarmed Brotula,no,0,1,1,1,1,1,1,6
Dinematichthyidae,Ogilbichthys microphthalmus,Smalleyed Brotula,no,0,1,1,1,1,1,1,6
Dinematichthyidae,Ogilbichthys puertoricoensis,Puertorican Brotula,no,0,1,1,1,1,1,1,6
Dinematichthyidae,Ogilbichthys tobagoensis,Tobago Brotula,no,0,1,1,1,1,1,1,6
Carangidae,Oligoplites palometa,Maracaibo Leatherjack,no,0,1,0,0,1,0,1,3
Carangidae,Oligoplites saliens,Castin Leatherjack,no,0,1,0,0,1,0,1,3
Carangidae,Oligoplites saurus ssp. saurus,"Leatherjack, Atlantic Leatherjack",no,0,1,0,0,1,0,1,3
Ophichthidae,Ophichthus cruentifer,Margined Snake Eel,no,0,1,0,0,0,0,1,2
Ophichthidae,Ophichthus cylindroideus,"Dusky Snake Eel, Tentacle-nose Eel",no,0,1,0,0,0,0,1,2
Ophichthidae,Ophichthus gomesii,Shrimp Eel,no,0,1,1,1,0,0,1,4
Ophichthidae,Ophichthus hyposagmatus,Faintsaddled Snake Eel,no,0,1,0,0,0,0,1,2
Ophichthidae,Ophichthus melanoporus,Blackpored Eel,no,0,1,0,0,0,0,1,2
Ophichthidae,Ophichthus menezesi,,no,0,1,0,0,0,0,1,2
Ophichthidae,Ophichthus omorgmus,Dottedline Snake Eel,no,0,1,0,0,0,0,1,2
Ophichthidae,Ophichthus ophis,Spotted Snake Eel,no,0,1,1,1,0,0,1,4
Ophichthidae,Ophichthus puncticeps,Palespotted Snake Eel,no,0,1,0,0,0,0,1,2
Ophichthidae,Ophichthus rex,"King Snake Eel, Giant Snake Eel",no,0,1,0,0,0,0,1,2
Ophichthidae,Ophichthus spinicauda,Spinefin Snake Eel,no,0,1,0,0,0,0,1,2
Ophidiidae,Ophidion antipholus,Longnose Cusk Eel,no,0,1,0,0,1,0,1,3
Ophidiidae,Ophidion dromio,Shorthead Cusk Eel,no,0,1,0,0,1,0,1,3
Ophidiidae,Ophidion grayi,Blotched Cusk Eel,no,0,1,0,0,1,0,1,3
Ophidiidae,Ophidion guianense,Guianan Cusk Eel,no,0,1,0,0,1,1,1,4
Ophidiidae,Ophidion holbrookii,Band Cusk Eel,no,0,1,0,1,1,0,1,4
Ophidiidae,Ophidion josephi,Crested Cusk Eel,no,0,1,0,0,1,0,1,3
Ophidiidae,Ophidion lagochila,Harelip Cusk Eel,no,0,1,0,1,1,1,1,5
Ophidiidae,Ophidion marginatum,Striped Cusk Eel,no,0,1,1,0,0,0,1,3
Ophidiidae,Ophidion nocomis,Letter-opener Cusk Eel,no,0,1,0,1,1,1,1,5
Ophidiidae,Ophidion selenops,Moon-eyed Cusk Eel,no,0,1,0,0,1,1,1,4
Blenniidae,Ophioblennius macclurei,Redlip Blenny,yes,1,1,0,1,0,1,1,4
Sciaenidae,Ophioscion panamensis,Panama Croaker,no,0,1,0,0,1,1,1,4
Sciaenidae,Ophioscion punctatissimus,Spotted Croaker,no,0,1,0,0,1,0,1,3
Clupeidae,Opisthonema oglinum,Atlantic Thread Herring,no,0,1,0,1,1,0,1,4
Opistognathidae,Opistognathus aurifrons,Yellowhead Jawfish,yes,1,1,0,1,0,1,1,4
Opistognathidae,Opistognathus gilberti,Yellow Jawfish,no,0,1,0,1,0,1,1,4
Opistognathidae,Opistognathus leprocarus,Roughcheek Jawfish,no,0,1,0,0,0,1,1,3
Opistognathidae,Opistognathus lonchurus,Moustache Jawfish,no,0,1,0,0,0,1,1,3
Opistognathidae,Opistognathus macrognathus,Banded Jawfish,yes,1,1,0,1,0,0,1,3
Opistognathidae,Opistognathus maxillosus,Mottled Jawfish,no,0,1,0,1,0,1,1,4
Opistognathidae,Opistognathus megalepis,Largescale Jawfish,no,0,1,0,0,0,1,1,3
Opistognathidae,Opistognathus melachasme,Megamouth Jawfish,no,0,1,0,0,0,1,1,3
Opistognathidae,Opistognathus nothus,Yellowmouth Jawfish,no,0,1,0,0,0,1,1,3
Opistognathidae,Opistognathus robinsi,Spotfin Jawfish,yes,1,1,0,1,0,0,1,3
Opistognathidae,Opistognathus schrieri,Curacao Jawfish,no,0,1,0,1,0,1,1,4
Opistognathidae,Opistognathus signatus,Darkspotted Jawfish,no,0,1,0,0,0,1,1,3
Opistognathidae,Opistognathus whitehursti,Dusky Jawfish,yes,1,1,0,1,0,1,1,4
Batrachoididae,Opsanus beta,Gulf Toadfish,no,0,1,1,1,1,0,1,5
Batrachoididae,Opsanus dichrostomus,Bicolor Toadfish,no,0,1,0,1,1,1,1,5
Batrachoididae,Opsanus pardus,Leopard Toadfish,no,0,1,0,1,1,0,1,4
Batrachoididae,Opsanus phobetron,Scarecrow Toadfish,no,0,1,0,1,1,1,1,5
Batrachoididae,Opsanus tau,Oyster Toadfish,no,0,1,0,1,1,0,1,4
Haemulidae,Orthopristis chrysoptera,Pigfish Grunt,no,0,1,1,0,1,0,1,4
Haemulidae,Orthopristis ruber,Corocoro Grunt,no,0,1,0,1,1,0,1,4
Holocentridae,Ostichthys trachypoma,Bigeye Soldierfish,no,0,1,1,1,1,0,0,4
Ophidiidae,Otophidium chickcharney,Ghost Cusk Eel,no,0,1,0,1,1,1,1,5
Ophidiidae,Otophidium dormitator,Sleeper Cusk Eel,no,0,1,0,1,0,1,1,4
Ophidiidae,Otophidium omostigma,Polka-dot Cusk Eel,no,0,1,0,0,0,1,1,3
Gobiidae,Oxyurichthys stigmalophius,Spotfin Goby,no,0,1,0,0,0,0,1,2
Gobiidae,Paedovaricus imswe,Whiteband Goby,no,0,1,0,1,1,1,1,5
Sparidae,Pagrus pagrus,Red Porgy,yes,1,1,0,1,1,0,0,3
Gobiidae,Palatogobius grandoculus,Large-eye Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Palatogobius incendius,Ember Goby,yes,1,1,0,1,1,1,1,5
Gobiidae,Palatogobius paradoxus,Mauve Goby,no,0,1,0,1,1,1,1,5
Blenniidae,Parablennius marmoreus,Seaweed Blenny,yes,1,1,0,1,1,1,1,5
Labrisomidae,Paraclinus barbatus,Goatee Blenny,no,0,1,0,1,1,1,1,5
Labrisomidae,Paraclinus cingulatus,Coral Blenny,no,0,1,0,1,1,1,1,5
Labrisomidae,Paraclinus fasciatus,Banded Blenny,yes,1,1,0,1,1,1,1,5
Labrisomidae,Paraclinus grandicomis,Horned Blenny,no,0,1,0,1,1,1,1,5
Labrisomidae,Paraclinus infrons,Bald Blenny,no,0,1,0,1,1,1,1,5
Labrisomidae,Paraclinus marmoratus,Marbled Blenny,no,0,1,0,1,1,1,1,5
Labrisomidae,Paraclinus naeorhegmis,Surf Blenny,no,0,1,0,1,1,1,1,5
Labrisomidae,Paraclinus nigripinnis,Blackfin Blenny,no,0,1,0,1,1,1,1,5
Congridae,Paraconger caudilimbatus,Margintail Conger Eel,no,0,1,1,1,1,0,1,5
Triacanthodidae,Parahollardia lineata,Jambeau spikefish,no,0,1,0,0,1,0,0,2
Triacanthodidae,Parahollardia schmidti,Three-line Spikefish,no,0,1,0,0,1,1,0,3
Serranidae,Paralabrax dewegeri,Vieja Parrot Rock-Bass,no,0,1,0,1,1,0,1,4
Paralichthyidae,Paralichthys albigutta,Gulf Flounder,yes,1,1,0,0,1,0,0,2
Paralichthyidae,Paralichthys dentatus,Summer Flounder,no,0,1,0,0,1,0,0,2
Paralichthyidae,Paralichthys lethostigma,Southern Flounder,no,0,1,0,0,1,0,0,2
Paralichthyidae,Paralichthys oblongus,American Fourspot Flounder,no,0,1,0,0,1,0,0,2
Paralichthyidae,Paralichthys squamilentus,Broad Flounder,no,0,1,0,0,1,0,0,2
Paralichthyidae,Paralichthys tropicus,Tropical Flounder,no,0,1,0,0,1,0,0,2
Sciaenidae,Paralonchurus brasiliensis,Banded Croaker,no,0,1,0,0,1,0,1,3
Epinephelidae,Paranthias furcifer,Atlantic Creolefish,yes,1,1,0,1,1,0,1,4
Bythitidae,Parasaccogaster melanomycter,Black-nosed Brotula,no,0,1,1,1,1,1,1,6
Bythitidae,Parasaccogaster rhamphidognatha,,no,0,1,0,0,1,1,1,4
Acropomatidae,Parascombrops spinosus,Keelcheek Bass ,no,0,1,0,1,1,1,1,5
Serranidae,Parasphyraenops atrimanus,Black-handed Bass,no,0,1,0,1,1,1,1,5
Serranidae,Parasphyraenops incisus,Bantam Bass,no,0,1,0,1,1,1,1,5
Chlorophthalmidae,Parasudis truculenta,Longnose Greeneye,no,0,1,0,0,1,0,1,3
Parazenidae,Parazen pacificus,Parazen,no,0,1,0,0,1,0,1,3
Sciaenidae,Pareques acuminatus,Highhat,yes,1,1,1,1,1,0,1,5
Sciaenidae,Pareques iwamotoi,Blackbar Drum,no,0,1,0,1,1,0,1,4
Sciaenidae,Pareques umbrosus,Cubbyu,yes,1,1,0,1,1,0,1,4
Gobiidae,Pariah scotius,Peppered Goby,no,0,1,0,1,1,1,1,5
Apogonidae,Paroncheilus affinis,Bigtooth Cardinalfish,yes,1,1,1,1,1,1,1,6
Ophidiidae,Parophidion schmidti,Dusky Cusk Eel,no,0,1,0,1,1,1,1,5
Gobiidae,Parrella macropteryx,Longtail Goby,no,0,1,0,0,1,1,1,4
Pristigasteridae,Pellona harroweri,American Coastal Pellona,no,0,1,1,0,1,0,1,4
Pempheridae,Pempheris poeyi,"Curved Sweeper, Shortfin Sweeper",no,0,1,1,1,1,1,1,6
Pempheridae,Pempheris schomburgkii,"Glassy Sweeper, Copper Sweeper",yes,1,1,1,1,1,1,1,6
Syngnathidae,Penetopteryx nanus,Worm Pipefish,no,0,1,0,1,1,1,1,5
Stromateidae,Peprilus burti,Gulf Butterfish,no,0,1,1,0,1,0,0,3
Stromateidae,Peprilus paru,American Harvestfish,no,0,1,0,0,1,0,0,2
Stromateidae,Peprilus triacanthus,Atlantic Butterfish,no,0,1,0,0,1,0,0,2
Peristediidae,Peristedion brevirostre,Flathead Armored Searobin,no,0,1,0,1,1,0,1,4
Peristediidae,Peristedion gracile,Temperate Slender Armored Searobin,no,0,1,0,1,1,0,1,4
Peristediidae,Peristedion greyae,Alligator Armored Searobin,no,0,1,0,0,1,0,1,3
Peristediidae,Peristedion imberbe,Tropical Slender Armored Searobin,no,0,1,0,0,1,0,1,3
Peristediidae,Peristedion longispatha,Widehead Armored Searobin,no,0,1,0,0,1,0,1,3
Peristediidae,Peristedion miniatum,Boarhead Armored Searobin,no,0,1,0,0,1,0,1,3
Peristediidae,Peristedion thompsoni,Rimspine Armored Searobin,no,0,1,0,0,1,0,1,3
Peristediidae,Peristedion truncatum,Black Armored Searobin,no,0,1,0,0,1,0,1,3
Ophidiidae,Petrotyx sanguineus,Redfin Brotula,no,0,1,0,1,1,1,1,5
Apogonidae,Phaeoptyx conklini,Freckled Cardinalfish,yes,1,1,1,1,1,1,1,6
Apogonidae,Phaeoptyx pigmentaria,Dusky Cardinalfish,yes,1,1,1,1,1,1,1,6
Apogonidae,Phaeoptyx xenus,Sponge Cardinalfish,no,0,1,1,1,1,1,1,6
Scorpaenidae,Phenacoscorpius nebris,Short-tube Scorpionfish,no,0,1,0,0,1,1,1,4
Moridae,Physiculus fulvus,"Metallic Codling, Hakeling",no,0,1,0,1,1,1,1,5
Gobiidae,Pinnichthys bilix,Double-filament Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Pinnichthys prolata,Platform Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Pinnichthys saurimimica,Lizardfish Goby,no,0,1,0,1,1,1,1,5
Dactyloscopidae,Platygillellus rubrocinctus,Saddle Stargazer,no,0,1,0,1,1,1,1,5
Dactyloscopidae,Platygillellus smithi,Sailfinned Stargazer,no,0,1,0,1,1,1,1,5
Serranidae,Plectranthias garrupellus,Apricot Bass,no,0,1,0,1,1,1,1,5
Holocentridae,Plectrypops retrospinis,"Cardinal Soldierfish, Shy Soldierfish",no,0,1,1,1,1,1,0,5
Poeciliidae,Poecilia orri,Mangrove Molly,no,0,1,0,0,1,1,1,4
Pleuronectidae,Poecilopsetta inermis,Caribbean Offshore Flounder,no,0,1,0,0,1,0,0,2
Sciaenidae,Pogonias cromis,Black Drum,no,0,1,0,0,1,0,1,3
Polynemidae,Polydactylus octonemus,Atlantic Threadfin,no,0,1,0,0,1,0,1,3
Polynemidae,Polydactylus oligodon,Littlescale Treadfin,no,0,1,0,0,1,0,1,3
Polynemidae,Polydactylus virginicus,Barbu Threadfin,no,0,1,0,0,1,0,1,3
Polymixiidae,Polymixia lowei,Beardfish,no,0,1,0,0,1,0,1,3
Polymixiidae,Polymixia nobilis,Stout Beardfish,no,0,1,0,1,1,0,1,4
Polyprionidae,Polyprion americanus,Wreckfish,no,0,1,0,1,1,0,1,4
Pomacanthidae,Pomacanthus arcuatus,Grey Angelfish,no,0,1,0,1,1,0,0,3
Pomacanthidae,Pomacanthus paru,French Angelfish,no,0,1,0,1,1,0,0,3
Haemulidae,Pomadasys crocro,Burro Grunt,no,0,1,0,0,1,0,1,3
Pomatomidae,Pomatomus saltatrix,Bluefish,no,0,1,0,0,1,0,1,3
Scorpaenidae,Pontinus castor,Longsnout Scorpionfish,no,0,1,0,1,1,0,1,4
Scorpaenidae,Pontinus helena,Helena Scorpionfish,no,0,1,0,1,1,0,1,4
Scorpaenidae,Pontinus longispinis,Longspine Scorpionfish,no,0,1,0,1,1,0,1,4
Scorpaenidae,Pontinus nematophthalmus,Spinythroat Scorpionfish,no,0,1,0,1,1,1,1,5
Scorpaenidae,Pontinus rathbuni,Highfin Scorpionfish,no,0,1,0,1,1,0,1,4
Batrachoididae,Porichthys bathoiketes,,no,0,1,0,0,1,1,1,4
Batrachoididae,Porichthys oculofrenum,Ocellated Toadfish,no,0,1,0,0,1,1,1,4
Batrachoididae,Porichthys pauciradiatus,Few-Rayed Toadfish,no,0,1,0,1,1,0,1,4
Batrachoididae,Porichthys plectrodon,Atlantic Midshipman,no,0,1,0,0,1,0,1,3
Priacanthidae,Priacanthus arenatus,Atlantic Bigeye,no,0,1,1,1,1,0,1,5
Gobiidae,Priolepis dawsoni,Dawson's Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Priolepis hipoliti,Rusty Goby,yes,1,1,0,1,1,1,1,5
Gobiidae,Priolepis robinsi,Tayrona Goby,no,0,1,0,1,1,1,1,5
Triglidae,Prionotus alatus,Spiny Searobin,no,0,1,0,0,1,0,1,3
Triglidae,Prionotus beanii,Bean's Searobin,no,0,1,0,0,1,1,1,4
Triglidae,Prionotus carolinus,Northern Searobin,yes,1,1,0,0,1,0,1,3
Triglidae,Prionotus evolans,Striped Searobin,no,0,1,0,0,1,0,1,3
Triglidae,Prionotus longispinosus,Bigeyed Searobin,no,0,1,0,0,1,0,1,3
Triglidae,Prionotus martis,Barred Searobin,no,0,1,0,0,1,0,1,3
Triglidae,Prionotus murielae,Cay Sal Searobin,no,0,1,0,0,1,0,1,3
Triglidae,Prionotus ophryas,Bandtail Searobin,no,0,1,0,1,1,0,1,4
Triglidae,Prionotus paralatus,Mexican Searobin,no,0,1,0,0,1,0,1,3
Triglidae,Prionotus punctatus,Bluewing Searobin,no,0,1,0,0,1,0,1,3
Triglidae,Prionotus roseus,Bluespotted Searobin,no,0,1,0,0,1,0,1,3
Triglidae,Prionotus rubio,Blackwing Searobin,no,0,1,0,0,1,0,1,3
Triglidae,Prionotus scitulus,Leopard Searobin,no,0,1,0,0,1,0,1,3
Triglidae,Prionotus stearnsi,Shortwing Searobin,no,0,1,0,0,1,0,1,3
Triglidae,Prionotus tribulus,Bighead Searobin,no,0,1,0,0,1,0,1,3
Priacanthidae,Pristigenys alta,Short Bigeye,no,0,1,0,1,1,0,0,3
Lutjanidae,Pristipomoides aquilonaris,Wenchman,yes,1,1,0,1,1,0,1,4
Lutjanidae,Pristipomoides freemani,Slender Wenchman,no,0,1,0,1,1,0,1,4
Lutjanidae,Pristipomoides macrophthalmus,Cardinal Snapper,no,0,1,0,1,1,0,1,4
Chaetodontidae,Prognathodes aculeatus,Longsnout Butterflyfish,yes,1,1,0,1,1,1,0,4
Chaetodontidae,Prognathodes aya,Bank Butterflyfish ,no,0,1,0,1,1,1,0,4
Chaetodontidae,Prognathodes guyanensis,Guyana Butterflyfish,yes,1,1,0,1,1,1,0,4
Gempylidae,Promethichthys prometheus,Roudi Escolar,no,0,1,0,1,1,0,1,4
Serranidae,Pronotogrammus martinicensis,Roughtongue Bass,yes,1,1,0,1,1,0,1,4
Ammodytidae,Protammodytes sarisa,Sand Lance,no,0,1,0,0,0,1,1,3
Chaenopsidae,Protemblemaria punctata,Chameleon Blenny,no,0,1,0,1,1,1,1,5
Sciaenidae,Protosciaena bathytatos,Deepwater Drum,no,0,1,0,0,1,0,1,3
Sciaenidae,Protosciaena trewavasae,New Granada Drum,no,0,1,0,0,1,0,1,3
Carangidae,Pseudocaranx dentex,"Thicklipped Jack, White Trevally",no,0,1,0,1,1,0,1,4
Dinematichthyidae,Pseudogilbia sanblasensis,San Blas Brotula,no,0,1,1,1,1,1,1,6
Epinephelidae,Pseudogramma gregoryi,Reef Bass,no,0,1,0,1,1,1,1,5
Ophichthidae,Pseudomyrophis frio,Slender Worm Eel,no,0,1,0,0,0,0,1,2
Ophichthidae,Pseudomyrophis fugesae,Diminutive Worm Eel,no,0,1,0,0,0,1,1,3
Congridae,Pseudophichthys splendens,Splendid Conger Eel,no,0,1,0,0,1,0,1,3
Mullidae,Pseudupeneus maculatus,Spotted Goatfish,yes,1,1,0,1,1,0,1,4
Gobiidae,Psilotris alepis,Scaleless Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Psilotris boehlkei,Boehlke's Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Psilotris celsa,Highspine Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Psilotris kaufmani,Kaufman's Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Psilotris laetarii,Burrow Splitfin Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Psilotris laurae,Thin-barred Goby,no,0,1,0,0,1,1,1,4
Gobiidae,Psilotris vantasselli,Clementine Split-fin Goby,no,0,1,0,1,1,1,1,5
Microdesmidae,Ptereleotris calliura,Blue Dartfish,yes,1,1,0,1,0,1,1,4
Microdesmidae,Ptereleotris helenae,"Hovering Goby, Hovering Dartfish",no,0,1,0,1,1,1,1,5
Microdesmidae,Ptereleotris randalli,Blue-stripe Dartfish,no,0,1,0,1,1,1,1,5
Heterenchelyidae,Pythonichthys sanguineus,Caribbean Mud Eel,no,0,1,0,0,1,0,1,3
Ophichthidae,Quassiremus ascensionis,Blackspotted Snake Eel,no,0,1,0,1,0,0,1,3
Rachycentridae,Rachycentron canadum,Cobia,no,0,1,0,1,1,0,1,4
Echeneidae,Remora remora,Common Remora,no,0,1,0,1,1,0,1,4
Lutjanidae,Rhomboplites aurorubens,Vermillion Snapper,yes,1,1,0,1,1,0,1,4
Congridae,Rhynchoconger flavus,Yellow Conger Eel,no,0,1,0,0,1,0,1,3
Congridae,Rhynchoconger gracilior,Whiptail Conger Eel,no,0,1,0,0,1,0,1,3
Congridae,Rhynchoconger guppyi,Guppy's Conger Eel,no,0,1,0,0,1,0,1,3
Gobiidae,Risor ruber,Tusked Goby,no,0,1,0,1,1,1,1,5
Chlopsidae,Robinsia catherinae,Catherine's False Moray,no,0,1,0,1,1,0,1,4
Gobiidae,Robinsichthys arrowsmithensis,Robin's Goby,no,0,1,0,0,1,1,1,4
Gempylidae,Ruvettus pretiosus,Oilfish,no,0,1,0,1,1,0,1,4
Epinephelidae,Rypticus bistrispinus,Freckled Soapfish,no,0,1,1,1,1,1,1,6
Epinephelidae,Rypticus bornoi,Large-spotted Soapfish,no,0,1,0,1,1,1,1,5
Epinephelidae,Rypticus carpenteri,Slope Soapfish,no,0,1,0,1,1,1,1,5
Epinephelidae,Rypticus maculatus,White-spotted Soapfish,no,0,1,1,1,1,0,1,5
Epinephelidae,Rypticus randalli,Randall's Soapfish,no,0,1,0,1,1,0,1,4
Epinephelidae,Rypticus saponaceus,Greater Soapfish,no,0,1,0,1,1,0,1,4
Epinephelidae,Rypticus subbifrenatus,Spotted Soapfish,no,0,1,0,1,1,0,1,4
Bythitidae,Saccogaster staigeri,,no,0,1,0,0,1,1,1,4
Batrachoididae,Sanopus astrifer,"Starry Toadfish, Whitespotted Toadfish",no,0,1,0,1,1,0,1,4
Batrachoididae,Sanopus barbatus,Bearded Toadfish,no,0,1,0,1,1,0,1,4
Batrachoididae,Sanopus greenfieldorum,Whitelined Toadfish,no,0,1,0,1,1,0,1,4
Batrachoididae,Sanopus johnsoni,Cozumel Toadfish,no,0,1,0,1,1,0,1,4
Batrachoididae,Sanopus reticulatus,Reticulate Toadfish,no,0,1,0,1,1,0,1,4
Batrachoididae,Sanopus splendidus,Splendid Toadfish,no,0,1,0,1,1,0,1,4
Holocentridae,Sargocentron bullisi,Deepwater Squirrelfish,no,0,1,1,1,1,1,1,6
Holocentridae,Sargocentron coruscum,Reef Squirrelfish,yes,1,1,1,1,1,1,1,6
Holocentridae,Sargocentron poco,Saddle Squirrelfish,no,0,1,1,1,1,1,1,6
Holocentridae,Sargocentron vexillarium,Dusky Squirrelfish,yes,1,1,1,1,1,0,1,5
Nettastomatidae,Saurenchelys cognita,"Longface Eel, Known Sorcerer Eel",no,0,1,0,0,1,0,1,3
Synodontidae,Saurida brasiliensis,"Largescale Lizardfish, Brazilian Lizardfish",yes,1,1,0,0,1,1,1,4
Synodontidae,Saurida caribbaea,"Smallscale Lizardfish, Caribbean Lizardfish",no,0,1,0,0,1,1,1,4
Synodontidae,Saurida normani,Shortjaw Lizardfish,yes,1,1,0,0,1,0,1,3
Synodontidae,Saurida suspicio,Doubtful Lizardfish,no,0,1,0,1,1,1,1,5
Blenniidae,Scartella cristata,Molly Miller,no,0,1,0,1,1,1,1,5
Labridae,Scarus coelestinus,Midnight Parrotfish,no,0,1,0,1,1,0,0,3
Labridae,Scarus coeruleus,Blue Parrotfish,no,0,1,0,1,1,0,1,4
